geneID,length,number_of_sites,order,site_start,site_end
YMR031C,34,9,3,1733,1767
YMR031C,18,9,4,1773,1791
YMR031C,20,9,5,1792,1812
YMR031C,21,9,6,1877,1898
YMR031C,18,9,7,2055,2073
YMR031C,30,9,8,2065,2095
YMR031C,30,9,9,2448,2478
YKL183W,25,5,1,212,237
YKL183W,36,5,2,225,261
YKL183W,32,5,3,273,305
YKL183W,21,5,4,635,656
YKL183W,20,5,5,672,692
YBL098W,58,6,1,206,264
YBL098W,126,6,2,992,1118
YBL098W,19,6,3,1120,1139
YBL098W,32,6,4,1146,1178
YBL098W,19,6,5,1215,1234
YBL098W,31,6,6,1279,1310
YDL095W,162,1,1,185,347
YOR174W,25,2,1,250,275
YOR174W,33,2,2,262,295
YFL002C,45,7,1,498,543
YFL002C,18,7,2,795,813
YFL002C,24,7,3,909,933
YFL002C,27,7,4,940,967
YFL002C,26,7,5,1240,1266
YFL002C,21,7,6,1419,1440
YFL002C,24,7,7,1563,1587
YDR155C,36,2,1,173,209
YDR155C,67,2,2,212,279
YGL181W,37,1,1,428,465
YJR072C,24,3,1,261,285
YJR072C,19,3,2,597,616
YJR072C,38,3,3,957,995
YDR047W,20,6,1,321,341
YDR047W,26,6,2,342,368
YDR047W,18,6,3,632,650
YDR047W,18,6,4,812,830
YDR047W,39,6,5,940,979
YDR047W,24,6,6,1060,1084
YPL087W,29,1,1,218,247
YCR084C,31,23,1,588,619
YCR084C,25,23,2,623,648
YCR084C,59,23,3,738,797
YCR084C,15,23,4,812,827
YCR084C,38,23,5,815,853
YCR084C,30,23,6,918,948
YCR084C,79,23,7,962,1041
YCR084C,135,23,8,1042,1177
YCR084C,45,23,9,1178,1223
YCR084C,67,23,10,1235,1302
YCR084C,28,23,11,1311,1339
YCR084C,38,23,12,1347,1385
YCR084C,53,23,13,1390,1443
YCR084C,68,23,14,1432,1500
YCR084C,26,23,15,1531,1557
YCR084C,27,23,16,1596,1623
YCR084C,53,23,17,1631,1684
YCR084C,22,23,18,1685,1707
YCR084C,89,23,19,1738,1827
YCR084C,21,23,20,1832,1853
YCR084C,33,23,21,1854,1887
YCR084C,177,23,22,1901,2078
YCR084C,63,23,23,2079,2142
YJL054W,34,5,1,318,352
YJL054W,20,5,2,380,400
YJL054W,19,5,3,1112,1131
YJL054W,27,5,4,1361,1388
YJL054W,34,5,5,1380,1414
YOR118W,25,5,1,235,260
YOR118W,20,5,2,657,677
YOR118W,24,5,3,895,919
YOR118W,24,5,4,1115,1139
YOR118W,29,5,5,1127,1156
YPL170W,30,1,1,350,380
YML094W,26,3,1,414,440
YML094W,21,3,2,445,466
YML094W,34,3,3,453,487
YKR006C,52,10,1,168,220
YKR006C,77,10,2,244,321
YKR006C,20,10,3,324,344
YKR006C,22,10,4,403,425
YKR006C,37,10,5,426,463
YKR006C,23,10,6,510,533
YKR006C,15,10,7,627,642
YKR006C,55,10,8,659,714
YKR006C,21,10,9,716,737
YKR006C,42,10,10,750,792
YDL117W,27,7,1,187,214
YDL117W,37,7,2,201,238
YDL117W,33,7,3,457,490
YDL117W,29,7,4,1346,1375
YDL117W,19,7,5,2006,2025
YDL117W,20,7,6,2073,2093
YDL117W,20,7,7,2322,2342
YMR131C,21,3,1,1061,1082
YMR131C,44,3,2,1160,1204
YMR131C,15,3,3,1469,1484
YDR204W,29,3,1,192,221
YDR204W,22,3,2,675,697
YDR204W,25,3,3,943,968
YDR251W,33,4,1,414,447
YDR251W,22,4,2,449,471
YDR251W,31,4,3,715,746
YDR251W,15,4,4,2048,2063
YAL038W,73,10,1,263,336
YAL038W,16,10,2,545,561
YAL038W,66,10,3,626,692
YAL038W,28,10,4,833,861
YAL038W,43,10,5,958,1001
YAL038W,26,10,6,1123,1149
YAL038W,45,10,7,1150,1195
YAL038W,27,10,8,1197,1224
YAL038W,27,10,9,1397,1424
YAL038W,39,10,10,1429,1468
YOR074C,68,4,1,378,446
YOR074C,28,4,2,577,605
YOR074C,23,4,3,608,631
YOR074C,24,4,4,735,759
YNR019W,29,2,1,317,346
YNR019W,21,2,2,825,846
YGR158C,52,3,1,419,471
YGR158C,15,3,2,551,566
YGR158C,48,3,3,642,690
YKL077W,20,4,1,205,225
YKL077W,58,4,2,227,285
YKL077W,99,4,3,347,446
YKL077W,68,4,4,627,695
YBR212W,34,3,1,813,847
YBR212W,47,3,2,834,881
YBR212W,32,3,3,1308,1340
YJR109C,39,16,1,288,327
YJR109C,108,16,2,668,776
YJR109C,74,16,3,1071,1145
YJR109C,23,16,4,1701,1724
YJR109C,46,16,5,1744,1790
YJR109C,51,16,6,2118,2169
YJR109C,18,16,7,2172,2190
YJR109C,58,16,8,2316,2374
YJR109C,30,16,9,2403,2433
YJR109C,32,16,10,2473,2505
YJR109C,20,16,11,2506,2526
YJR109C,43,16,12,2545,2588
YJR109C,15,16,13,2713,2728
YJR109C,17,16,14,2729,2746
YJR109C,81,16,15,2772,2853
YJR109C,39,16,16,3225,3264
YKL025C,24,2,1,978,1002
YKL025C,17,2,2,1003,1020
YBR158W,28,8,1,237,265
YBR158W,27,8,2,503,530
YBR158W,16,8,3,964,980
YBR158W,25,8,4,1023,1048
YBR158W,37,8,5,1115,1152
YBR158W,22,8,6,1480,1502
YBR158W,28,8,7,1503,1531
YBR158W,82,8,8,1555,1637
YPL105C,41,4,1,172,213
YPL105C,16,4,2,216,232
YPL105C,16,4,3,704,720
YPL105C,15,4,4,729,744
YOL097C,22,1,1,370,392
YJL096W,40,1,1,346,386
YLR354C,34,2,1,463,497
YLR354C,26,2,2,687,713
YNR020C,15,2,1,705,720
YNR020C,38,2,2,735,773
YLR301W,49,2,1,221,270
YLR301W,22,2,2,619,641
YPL129W,62,1,1,204,266
YOR264W,16,9,1,454,470
YOR264W,19,9,2,477,496
YOR264W,26,9,3,497,523
YOR264W,25,9,4,539,564
YOR264W,16,9,5,592,608
YOR264W,29,9,6,637,666
YOR264W,18,9,7,677,695
YOR264W,29,9,8,715,744
YOR264W,30,9,9,1195,1225
YNL241C,57,5,1,303,360
YNL241C,32,5,2,538,570
YNL241C,16,5,3,1102,1118
YNL241C,16,5,4,1145,1161
YNL241C,23,5,5,1187,1210
YJL154C,59,12,1,348,407
YJL154C,24,12,2,408,432
YJL154C,18,12,3,537,555
YJL154C,29,12,4,685,714
YJL154C,33,12,5,751,784
YJL154C,18,12,6,827,845
YJL154C,22,12,7,1944,1966
YJL154C,15,12,8,1971,1986
YJL154C,21,12,9,2067,2088
YJL154C,34,12,10,2280,2314
YJL154C,33,12,11,2317,2350
YJL154C,32,12,12,2572,2604
YDR091C,18,21,1,171,189
YDR091C,36,21,2,215,251
YDR091C,16,21,3,446,462
YDR091C,97,21,4,468,565
YDR091C,24,21,5,588,612
YDR091C,78,21,6,615,693
YDR091C,95,21,7,695,790
YDR091C,49,21,8,941,990
YDR091C,20,21,9,999,1019
YDR091C,33,21,10,1008,1041
YDR091C,37,21,11,1076,1113
YDR091C,18,21,12,1114,1132
YDR091C,55,21,13,1121,1176
YDR091C,28,21,14,1179,1207
YDR091C,17,21,15,1293,1310
YDR091C,20,21,16,1329,1349
YDR091C,15,21,17,1369,1384
YDR091C,33,21,18,1390,1423
YDR091C,73,21,19,1451,1524
YDR091C,41,21,20,1546,1587
YDR091C,37,21,21,1662,1699
YJL123C,55,3,1,1067,1122
YJL123C,21,3,2,1250,1271
YJL123C,27,3,3,1308,1335
YHR066W,47,2,1,291,338
YHR066W,22,2,2,340,362
YPL188W,18,4,1,182,200
YPL188W,55,4,2,221,276
YPL188W,35,4,3,744,779
YPL188W,59,4,4,1026,1085
YBR011C,89,3,1,533,622
YBR011C,30,3,2,623,653
YBR011C,46,3,3,684,730
YBR129C,54,2,1,322,376
YBR129C,49,2,2,401,450
YDL160C,34,3,1,363,397
YDL160C,63,3,2,451,514
YDL160C,37,3,3,732,769
YBR176W,44,3,1,173,217
YBR176W,26,3,2,224,250
YBR176W,53,3,3,259,312
YPL173W,100,3,1,588,688
YPL173W,75,3,2,685,760
YPL173W,18,3,3,818,836
YDL215C,20,8,1,447,467
YDL215C,16,8,2,470,486
YDL215C,15,8,3,2319,2334
YDL215C,17,8,4,2349,2366
YDL215C,31,8,5,2769,2800
YDL215C,20,8,6,2860,2880
YDL215C,30,8,7,2867,2897
YDL215C,15,8,8,3007,3022
YKL099C,21,2,1,318,339
YKL099C,18,2,2,686,704
YJL143W,144,2,1,272,416
YJL143W,19,2,2,422,441
YGL238W,27,7,1,396,423
YGL238W,25,7,2,754,779
YGL238W,53,7,3,932,985
YGL238W,36,7,4,1877,1913
YGL238W,26,7,5,1951,1977
YGL238W,59,7,6,2147,2206
YGL238W,47,7,7,2369,2416
YKL029C,28,19,1,198,226
YKL029C,75,19,2,232,307
YKL029C,35,19,3,359,394
YKL029C,19,19,4,400,419
YKL029C,19,19,5,425,444
YKL029C,23,19,6,464,487
YKL029C,24,19,7,585,609
YKL029C,46,19,8,610,656
YKL029C,54,19,9,708,762
YKL029C,90,19,10,767,857
YKL029C,16,19,11,973,989
YKL029C,42,19,12,1041,1083
YKL029C,23,19,13,1097,1120
YKL029C,32,19,14,1135,1167
YKL029C,29,19,15,1504,1533
YKL029C,98,19,16,1629,1727
YKL029C,19,19,17,1818,1837
YKL029C,32,19,18,1908,1940
YKL029C,21,19,19,1949,1970
YNL104C,47,10,1,248,295
YNL104C,39,10,2,338,377
YNL104C,43,10,3,503,546
YNL104C,18,10,4,551,569
YNL104C,40,10,5,600,640
YNL104C,20,10,6,796,816
YNL104C,20,10,7,1184,1204
YNL104C,48,10,8,1232,1280
YNL104C,21,10,9,1423,1444
YNL104C,16,10,10,1801,1817
YPL145C,37,4,1,605,642
YPL145C,54,4,2,696,750
YPL145C,79,4,3,857,936
YPL145C,87,4,4,1017,1104
YIL118W,15,3,1,496,511
YIL118W,35,3,2,504,539
YIL118W,26,3,3,627,653
YNL151C,20,2,1,615,635
YNL151C,63,2,2,636,699
YPL190C,29,5,1,1039,1068
YPL190C,26,5,2,1509,1535
YPL190C,32,5,3,1596,1628
YPL190C,27,5,4,1809,1836
YPL190C,36,5,5,1823,1859
YKL191W,41,6,1,402,443
YKL191W,30,6,2,536,566
YKL191W,55,6,3,644,699
YKL191W,29,6,4,757,786
YKL191W,29,6,5,917,946
YKL191W,26,6,6,1517,1543
YNR006W,15,3,1,269,284
YNR006W,32,3,2,288,320
YNR006W,19,3,3,729,748
YOR023C,39,7,1,232,271
YOR023C,31,7,2,330,361
YOR023C,24,7,3,640,664
YOR023C,40,7,4,684,724
YOR023C,33,7,5,795,828
YOR023C,15,7,6,1353,1368
YOR023C,41,7,7,1475,1516
YFR005C,29,5,1,767,796
YFR005C,46,5,2,946,992
YFR005C,15,5,3,1182,1197
YFR005C,19,5,4,1204,1223
YFR005C,57,5,5,1275,1332
YOR267C,23,11,1,183,206
YOR267C,54,11,2,867,921
YOR267C,37,11,3,941,978
YOR267C,36,11,4,986,1022
YOR267C,34,11,5,1016,1050
YOR267C,23,11,6,1068,1091
YOR267C,28,11,7,1226,1254
YOR267C,26,11,8,1332,1358
YOR267C,15,11,9,1367,1382
YOR267C,33,11,10,1377,1410
YOR267C,21,11,11,2253,2274
YOR357C,28,1,1,372,400
YDR530C,33,1,1,249,282
YEL031W,36,2,1,203,239
YEL031W,79,2,2,240,319
YNR053C,17,11,1,258,275
YNR053C,27,11,2,276,303
YNR053C,58,11,3,357,415
YNR053C,57,11,4,437,494
YNR053C,19,11,5,636,655
YNR053C,30,11,6,857,887
YNR053C,21,11,7,894,915
YNR053C,30,11,8,1148,1178
YNR053C,16,11,9,1184,1200
YNR053C,63,11,10,1201,1264
YNR053C,55,11,11,1331,1386
YDL063C,24,3,1,381,405
YDL063C,42,3,2,1122,1164
YDL063C,38,3,3,1410,1448
YOR367W,28,2,1,220,248
YOR367W,56,2,2,300,356
YOR385W,21,2,1,533,554
YOR385W,33,2,2,693,726
YGR185C,27,4,1,336,363
YGR185C,48,4,2,423,471
YGR185C,18,4,3,951,969
YGR185C,24,4,4,1030,1054
YER168C,17,1,1,1400,1417
YIL083C,23,4,1,315,338
YIL083C,52,4,2,496,548
YIL083C,28,4,3,747,775
YIL083C,36,4,4,793,829
YOR081C,15,2,1,1427,1442
YOR081C,15,2,2,2166,2181
YCL014W,25,13,1,355,380
YCL014W,31,13,2,843,874
YCL014W,15,13,3,998,1013
YCL014W,37,13,4,1000,1037
YCL014W,21,13,5,1038,1059
YCL014W,15,13,6,1066,1081
YCL014W,16,13,7,1177,1193
YCL014W,20,13,8,1222,1242
YCL014W,33,13,9,1712,1745
YCL014W,16,13,10,2041,2057
YCL014W,17,13,11,2372,2389
YCL014W,30,13,12,2574,2604
YCL014W,26,13,13,2855,2881
YGL172W,68,5,1,884,952
YGL172W,22,5,2,958,980
YGL172W,15,5,3,1168,1183
YGL172W,20,5,4,1283,1303
YGL172W,30,5,5,1335,1365
YNL274C,44,3,1,372,416
YNL274C,23,3,2,418,441
YNL274C,17,3,3,668,685
YIL096C,37,2,1,316,353
YIL096C,27,2,2,469,496
YDR021W,28,1,1,1013,1041
YHL011C,106,3,1,165,271
YHL011C,29,3,2,414,443
YHL011C,18,3,3,447,465
YPL212C,60,6,1,222,282
YPL212C,20,6,2,310,330
YPL212C,44,6,3,1099,1143
YPL212C,15,6,4,1343,1358
YPL212C,26,6,5,1534,1560
YPL212C,29,6,6,1579,1608
YMR296C,20,3,1,263,283
YMR296C,16,3,2,780,796
YMR296C,27,3,3,1574,1601
YGR184C,22,21,1,291,313
YGR184C,32,21,2,315,347
YGR184C,27,21,3,1305,1332
YGR184C,56,21,4,1333,1389
YGR184C,16,21,5,1440,1456
YGR184C,31,21,6,1835,1866
YGR184C,15,21,7,1963,1978
YGR184C,36,21,8,2006,2042
YGR184C,21,21,9,2077,2098
YGR184C,60,21,10,2103,2163
YGR184C,31,21,11,4046,4077
YGR184C,50,21,12,4106,4156
YGR184C,20,21,13,4210,4230
YGR184C,15,21,14,4300,4315
YGR184C,41,21,15,4471,4512
YGR184C,32,21,16,4638,4670
YGR184C,46,21,17,4868,4914
YGR184C,25,21,18,5205,5230
YGR184C,31,21,19,5275,5306
YGR184C,24,21,20,5366,5390
YGR184C,15,21,21,5506,5521
YLR330W,16,2,1,408,424
YLR330W,115,2,2,415,530
YOR310C,49,3,1,473,522
YOR310C,54,3,2,669,723
YOR310C,97,3,3,1349,1446
YFR051C,17,3,1,379,396
YFR051C,23,3,2,1176,1199
YFR051C,25,3,3,1249,1274
YHR024C,47,9,1,837,884
YHR024C,43,9,2,1034,1077
YHR024C,20,9,3,1078,1098
YHR024C,16,9,4,1127,1143
YHR024C,32,9,5,1131,1163
YHR024C,20,9,6,1169,1189
YHR024C,16,9,7,1209,1225
YHR024C,28,9,8,1241,1269
YHR024C,38,9,9,1292,1330
YDR188W,66,3,1,787,853
YDR188W,25,3,2,976,1001
YDR188W,92,3,3,1260,1352
YER090W,73,8,1,517,590
YER090W,34,8,2,727,761
YER090W,16,8,3,963,979
YER090W,22,8,4,1033,1055
YER090W,45,8,5,1186,1231
YER090W,22,8,6,1252,1274
YER090W,22,8,7,1396,1418
YER090W,50,8,8,1465,1515
YOL057W,16,5,1,928,944
YOL057W,51,5,2,1046,1097
YOL057W,29,5,3,1196,1225
YOL057W,24,5,4,1565,1589
YOL057W,41,5,5,1997,2038
YFR004W,16,1,1,573,589
YDR017C,15,20,1,648,663
YDR017C,34,20,2,687,721
YDR017C,45,20,3,893,938
YDR017C,41,20,4,942,983
YDR017C,44,20,5,1003,1047
YDR017C,28,20,6,1085,1113
YDR017C,42,20,7,1115,1157
YDR017C,15,20,8,1221,1236
YDR017C,21,20,9,1238,1259
YDR017C,47,20,10,1263,1310
YDR017C,20,20,11,1524,1544
YDR017C,20,20,12,2029,2049
YDR017C,26,20,13,2098,2124
YDR017C,23,20,14,2143,2166
YDR017C,30,20,15,2344,2374
YDR017C,22,20,16,2422,2444
YDR017C,23,20,17,2637,2660
YDR017C,15,20,18,2736,2751
YDR017C,31,20,19,2751,2782
YDR017C,19,20,20,3007,3026
YMR303C,65,2,1,300,365
YMR303C,22,2,2,539,561
YOR369C,56,2,1,216,272
YOR369C,42,2,2,362,404
YOR086C,17,5,1,1093,1110
YOR086C,22,5,2,1501,1523
YOR086C,42,5,3,1770,1812
YOR086C,19,5,4,2275,2294
YOR086C,21,5,5,2295,2316
YNR033W,15,15,1,911,926
YNR033W,20,15,2,930,950
YNR033W,19,15,3,957,976
YNR033W,17,15,4,986,1003
YNR033W,30,15,5,1073,1103
YNR033W,30,15,6,1261,1291
YNR033W,34,15,7,1528,1562
YNR033W,24,15,8,1700,1724
YNR033W,32,15,9,1725,1757
YNR033W,17,15,10,1814,1831
YNR033W,29,15,11,1862,1891
YNR033W,25,15,12,1910,1935
YNR033W,29,15,13,2058,2087
YNR033W,34,15,14,2083,2117
YNR033W,29,15,15,2133,2162
YMR186W,53,8,1,528,581
YMR186W,45,8,2,675,720
YMR186W,49,8,3,721,770
YMR186W,160,8,4,1049,1209
YMR186W,19,8,5,1216,1235
YMR186W,56,8,6,1475,1531
YMR186W,42,8,7,1626,1668
YMR186W,42,8,8,1976,2018
YDR195W,18,4,1,809,827
YDR195W,22,4,2,1341,1363
YDR195W,22,4,3,1398,1420
YDR195W,30,4,4,1415,1445
YNL256W,37,11,1,378,415
YNL256W,18,11,2,416,434
YNL256W,49,11,3,633,682
YNL256W,18,11,4,684,702
YNL256W,15,11,5,889,904
YNL256W,15,11,6,907,922
YNL256W,24,11,7,931,955
YNL256W,33,11,8,1117,1150
YNL256W,32,11,9,1141,1173
YNL256W,19,11,10,1743,1762
YNL256W,27,11,11,2253,2280
YMR278W,60,7,1,244,304
YMR278W,19,7,2,869,888
YMR278W,19,7,3,968,987
YMR278W,35,7,4,1369,1404
YMR278W,18,7,5,1486,1504
YMR278W,35,7,6,1784,1819
YMR278W,31,7,7,1813,1844
YLR136C,29,1,1,359,388
YOR197W,92,3,1,701,793
YOR197W,30,3,2,923,953
YOR197W,39,3,3,941,980
YKR089C,21,4,1,279,300
YKR089C,45,4,2,812,857
YKR089C,21,4,3,1687,1708
YKR089C,24,4,4,1713,1737
YPR057W,33,2,1,436,469
YPR057W,40,2,2,533,573
YCR027C,16,1,1,241,257
YBL107C,50,1,1,355,405
YPR094W,23,1,1,239,262
YDR116C,16,2,1,287,303
YDR116C,67,2,2,492,559
YLR325C,23,2,1,164,187
YLR325C,46,2,2,191,237
YMR110C,33,7,1,435,468
YMR110C,24,7,2,823,847
YMR110C,23,7,3,1130,1153
YMR110C,48,7,4,1161,1209
YMR110C,49,7,5,1205,1254
YMR110C,36,7,6,1255,1291
YMR110C,26,7,7,1318,1344
YDL056W,15,5,1,1132,1147
YDL056W,19,5,2,1167,1186
YDL056W,30,5,3,1211,1241
YDL056W,22,5,4,1574,1596
YDL056W,35,5,5,2115,2150
YGR234W,24,6,1,350,374
YGR234W,18,6,2,424,442
YGR234W,43,6,3,634,677
YGR234W,33,6,4,730,763
YGR234W,19,6,5,824,843
YGR234W,32,6,6,1030,1062
YMR178W,37,3,1,301,338
YMR178W,54,3,2,387,441
YMR178W,64,3,3,700,764
YGL115W,22,1,1,683,705
YOR094W,21,1,1,221,242
YMR247C,31,4,1,791,822
YMR247C,60,4,2,2181,2241
YMR247C,17,4,3,2646,2663
YMR247C,35,4,4,4402,4437
YPR037C,41,2,1,402,443
YPR037C,35,2,2,511,546
YML071C,27,3,1,269,296
YML071C,35,3,2,634,669
YML071C,23,3,3,819,842
YBR077C,76,2,1,197,273
YBR077C,44,2,2,434,478
YDR122W,16,10,1,646,662
YDR122W,15,10,2,670,685
YDR122W,15,10,3,864,879
YDR122W,28,10,4,1053,1081
YDR122W,35,10,5,1085,1120
YDR122W,19,10,6,1131,1150
YDR122W,27,10,7,1275,1302
YDR122W,23,10,8,1308,1331
YDR122W,34,10,9,1661,1695
YDR122W,34,10,10,2844,2878
YER120W,78,3,1,251,329
YER120W,57,3,2,363,420
YER120W,55,3,3,467,522
YNL090W,22,2,1,464,486
YNL090W,43,2,2,476,519
YOL062C,24,4,1,1037,1061
YOL062C,22,4,2,1208,1230
YOL062C,31,4,3,1246,1277
YOL062C,15,4,4,1296,1311
YDR381W,17,1,1,443,460
YOR207C,116,18,1,464,580
YOR207C,59,18,2,588,647
YOR207C,31,18,3,869,900
YOR207C,34,18,4,1835,1869
YOR207C,41,18,5,1920,1961
YOR207C,36,18,6,1983,2019
YOR207C,53,18,7,2028,2081
YOR207C,30,18,8,2103,2133
YOR207C,33,18,9,2256,2289
YOR207C,56,18,10,2403,2459
YOR207C,46,18,11,2468,2514
YOR207C,19,18,12,2524,2543
YOR207C,22,18,13,2581,2603
YOR207C,27,18,14,2771,2798
YOR207C,27,18,15,3222,3249
YOR207C,36,18,16,3245,3281
YOR207C,18,18,17,3319,3337
YOR207C,15,18,18,3360,3375
YMR225C,28,1,1,269,297
YOR370C,22,7,1,224,246
YOR370C,68,7,2,453,521
YOR370C,15,7,3,585,600
YOR370C,22,7,4,1195,1217
YOR370C,40,7,5,1218,1258
YOR370C,29,7,6,1267,1296
YOR370C,30,7,7,1541,1571
YGR192C,35,4,1,236,271
YGR192C,16,4,2,272,288
YGR192C,26,4,3,608,634
YGR192C,18,4,4,974,992
YHR111W,52,7,1,323,375
YHR111W,31,7,2,376,407
YHR111W,45,7,3,418,463
YHR111W,164,7,4,496,660
YHR111W,124,7,5,778,902
YHR111W,36,7,6,910,946
YHR111W,16,7,7,1180,1196
YBL045C,33,4,1,551,584
YBL045C,78,4,2,865,943
YBL045C,45,4,3,970,1015
YBL045C,32,4,4,1263,1295
YGL178W,28,2,1,869,897
YGL178W,58,2,2,1465,1523
YDL070W,89,2,1,574,663
YDL070W,19,2,2,666,685
YGL185C,31,3,1,469,500
YGL185C,39,3,2,869,908
YGL185C,19,3,3,1041,1060
YCR047C,37,1,1,572,609
YER064C,58,2,1,227,285
YER064C,20,2,2,1429,1449
YOR241W,21,7,1,625,646
YOR241W,23,7,2,1294,1317
YOR241W,35,7,3,1329,1364
YOR241W,15,7,4,1399,1414
YOR241W,27,7,5,1505,1532
YOR241W,17,7,6,1602,1619
YOR241W,23,7,7,1622,1645
YLL021W,51,18,1,621,672
YLL021W,21,18,2,673,694
YLL021W,20,18,3,696,716
YLL021W,15,18,4,1874,1889
YLL021W,17,18,5,1904,1921
YLL021W,43,18,6,2073,2116
YLL021W,58,18,7,2256,2314
YLL021W,22,18,8,2357,2379
YLL021W,30,18,9,2725,2755
YLL021W,27,18,10,2863,2890
YLL021W,20,18,11,2899,2919
YLL021W,46,18,12,2924,2970
YLL021W,45,18,13,3476,3521
YLL021W,50,18,14,3737,3787
YLL021W,20,18,15,3870,3890
YLL021W,21,18,16,4276,4297
YLL021W,42,18,17,4317,4359
YLL021W,34,18,18,4361,4395
YKL205W,22,10,1,382,404
YKL205W,35,10,2,1106,1141
YKL205W,36,10,3,1280,1316
YKL205W,20,10,4,1468,1488
YKL205W,40,10,5,1936,1976
YKL205W,22,10,6,1979,2001
YKL205W,15,10,7,2861,2876
YKL205W,22,10,8,2896,2918
YKL205W,24,10,9,3182,3206
YKL205W,18,10,10,3213,3231
YBR088C,34,3,1,486,520
YBR088C,67,3,2,657,724
YBR088C,32,3,3,725,757
YBR055C,18,2,1,1101,1119
YBR055C,15,2,2,2330,2345
YFL005W,78,4,1,221,299
YFL005W,63,4,2,325,388
YFL005W,43,4,3,461,504
YFL005W,18,4,4,568,586
YKL110C,48,4,1,195,243
YKL110C,51,4,2,434,485
YKL110C,21,4,3,625,646
YKL110C,45,4,4,768,813
YPR040W,22,2,1,950,972
YPR040W,57,2,2,987,1044
YHR040W,33,2,1,464,497
YHR040W,31,2,2,841,872
YMR152W,58,8,1,206,264
YMR152W,63,8,2,290,353
YMR152W,74,8,3,585,659
YMR152W,34,8,4,781,815
YMR152W,15,8,5,826,841
YMR152W,26,8,6,916,942
YMR152W,25,8,7,965,990
YMR152W,62,8,8,996,1058
YML057W,21,3,1,707,728
YML057W,74,3,2,733,807
YML057W,18,3,3,1380,1398
YDR178W,54,1,1,458,512
YKR038C,20,5,1,376,396
YKR038C,90,5,2,582,672
YKR038C,23,5,3,675,698
YKR038C,18,5,4,1023,1041
YKR038C,21,5,5,1113,1134
YLR432W,27,9,1,167,194
YLR432W,23,9,2,271,294
YLR432W,20,9,3,303,323
YLR432W,39,9,4,467,506
YLR432W,21,9,5,612,633
YLR432W,44,9,6,932,976
YLR432W,49,9,7,1210,1259
YLR432W,41,9,8,1359,1400
YLR432W,90,9,9,1482,1572
YMR029C,18,6,1,315,333
YMR029C,15,6,2,801,816
YMR029C,18,6,3,886,904
YMR029C,22,6,4,1054,1076
YMR029C,23,6,5,1106,1129
YMR029C,31,6,6,1403,1434
YGL004C,21,1,1,747,768
YML097C,36,1,1,211,247
YPR102C,96,1,1,351,447
YHR193C,72,1,1,239,311
YBL099W,59,7,1,185,244
YBL099W,36,7,2,248,284
YBL099W,37,7,3,602,639
YBL099W,22,7,4,667,689
YBL099W,25,7,5,879,904
YBL099W,43,7,6,1067,1110
YBL099W,41,7,7,1156,1197
YMR132C,21,1,1,210,231
YPL064C,38,3,1,187,225
YPL064C,53,3,2,226,279
YPL064C,17,3,3,610,627
YDL116W,53,4,1,548,601
YDL116W,43,4,2,643,686
YDL116W,17,4,3,1145,1162
YDL116W,18,4,4,1759,1777
YPL184C,23,5,1,775,798
YPL184C,18,5,2,822,840
YPL184C,31,5,3,888,919
YPL184C,19,5,4,1187,1206
YPL184C,22,5,5,1255,1277
YOR119C,76,4,1,487,563
YOR119C,26,4,2,623,649
YOR119C,39,4,3,1076,1115
YOR119C,29,4,4,1214,1243
YOR165W,77,4,1,280,357
YOR165W,18,4,2,1024,1042
YOR165W,66,4,3,1136,1202
YOR165W,32,4,4,1709,1741
YDR054C,19,2,1,408,427
YDR054C,17,2,2,429,446
YLR409C,20,10,1,537,557
YLR409C,48,10,2,973,1021
YLR409C,16,10,3,1568,1584
YLR409C,53,10,4,1739,1792
YLR409C,27,10,5,1893,1920
YLR409C,26,10,6,2024,2050
YLR409C,30,10,7,2120,2150
YLR409C,29,10,8,2349,2378
YLR409C,24,10,9,2377,2401
YLR409C,60,10,10,2556,2616
YNL316C,48,3,1,283,331
YNL316C,23,3,2,375,398
YNL316C,32,3,3,713,745
YCL045C,23,1,1,190,213
YKR065C,33,4,1,155,188
YKR065C,61,4,2,201,262
YKR065C,114,4,3,266,380
YKR065C,16,4,4,403,419
YPR171W,27,10,1,277,304
YPR171W,29,10,2,587,616
YPR171W,15,10,3,702,717
YPR171W,28,10,4,907,935
YPR171W,26,10,5,1017,1043
YPR171W,18,10,6,1070,1088
YPR171W,20,10,7,1159,1179
YPR171W,19,10,8,1286,1305
YPR171W,34,10,9,1326,1360
YPR171W,15,10,10,1523,1538
YLL040C,38,33,1,228,266
YLL040C,15,33,2,610,625
YLL040C,19,33,3,626,645
YLL040C,21,33,4,1249,1270
YLL040C,34,33,5,1270,1304
YLL040C,16,33,6,1713,1729
YLL040C,23,33,7,2595,2618
YLL040C,30,33,8,2754,2784
YLL040C,33,33,9,2977,3010
YLL040C,15,33,10,3713,3728
YLL040C,18,33,11,3738,3756
YLL040C,19,33,12,5114,5133
YLL040C,28,33,13,6069,6097
YLL040C,63,33,14,6084,6147
YLL040C,58,33,15,6154,6212
YLL040C,40,33,16,6217,6257
YLL040C,23,33,17,6768,6791
YLL040C,32,33,18,6915,6947
YLL040C,30,33,19,6948,6978
YLL040C,23,33,20,7083,7106
YLL040C,44,33,21,7402,7446
YLL040C,42,33,22,7536,7578
YLL040C,40,33,23,7574,7614
YLL040C,47,33,24,7623,7670
YLL040C,21,33,25,7679,7700
